完成編,7,括弧,かっこ,名詞,
基礎編,会話２,かっこいい,かっこいい,い形容詞,
基礎編,2,学校中,がっこうじゅう,名詞,
完成編,5,勝手,かって,な形容詞,
完成編,長文２,かつて,かつて,副詞,
完成編,1,活動,かつどう,動詞／名詞,
基礎編,10,活発,かっぱつ,な形容詞　,
基礎編,18,カップル,かっぷる,名詞（カタ）,
基礎編,長文１,活躍,かつやく,動詞／名詞,
基礎編,長文４,家庭,かてい,名詞,
完成編,12,過程,かてい,名詞,
完成編,4,課程,かてい,名詞,
完成編,０４聴解問題,家電リサイクル法,かでんりさいくるほう,名詞（固有）（カタ）,
基礎編,14,門,かど,名詞,笑う門に福来たる
基礎編,12,悲しみ,かなしみ,名詞,
完成編,１２関連語,悲しむ,かなしむ,動詞,
基礎編,2,金づち,かなづち,名詞,
基礎編,20,必ずしも,かならずしも,副詞,
完成編,長文２,加入,かにゅう,動詞／名詞,
完成編,10,～かねない,かねない,接辞（機能語）,
基礎編,3,金持ち,かねもち,名詞,
完成編,4,可燃（ごみ）,かねん,名詞,
基礎編,5,可能,かのう,な形容詞,
完成編,7,可能性,かのうせい,名詞,
完成編,4,カバー,かばー,名詞（カタ）,
完成編,2,下半身／上半身,かはんしん／じょうはんしん,名詞,
完成編,9,過半数,かはんすう,名詞,
基礎編,16,かび,かび,名詞,
完成編,11,株,かぶ,名詞,
完成編,1,花粉症,かふんしょう,名詞,
完成編,１０関連語,壁際,かべぎわ,名詞,
基礎編,10,我慢,がまん,動詞／名詞,
完成編,12,神,かみ,名詞,
基礎編,14,髪型,かみがた,名詞,
基礎編,11,神様,かみさま,名詞,
基礎編,長文３,かみつく,かみつく,動詞,
基礎編,16,雷,かみなり,名詞,
完成編,8,雷が落ちる,かみなりがおちる,慣用句,
基礎編,15,仮眠,かみん,名詞,
基礎編,13,カメラマン,かめらまん,名詞（カタ）,
完成編,10,画面,がめん,名詞,
完成編,3,かゆい,かゆき,い形容詞,
基礎編,14,がらがら,がらがら,な形容詞,
基礎編,2,カラス,からす,名詞,烏
基礎編,2,体つき,からだつき,名詞,
基礎編,16,からっと,からっと,副詞,
基礎編,13,空手,からて,名詞,
基礎編,12,辛み,からみ,名詞,
完成編,長文３,からむ,からむ,動詞,
基礎編,長文２,がらりと,がらりと,副詞,
完成編,11,仮に,かりに,副詞,
基礎編,13,下流,かりゅう,名詞,
基礎編,20,軽く,かるく,副詞,
完成編,6,カルシウム,かるしうむ,名詞（カタ）,
完成編,3,カルチャーショック,かるちゃーしょっく,名詞（カタ）,
基礎編,6,ガレージ,がれーじ,名詞（カタ）,
基礎編,長文１,彼ら,かれら,名詞,
完成編,０５関連語,皮,かわ,名詞,
基礎編,1,乾かす,かわかす,動詞,
基礎編,13,川下り,かわくだり,名詞,
基礎編,20,交す,かわす,動詞,言葉を交わす
基礎編,会話２,代わり,かわりに,名詞,（～の）代わりに
基礎編,6,代わる,かわる,動詞,
基礎編,9,～感,かん,接辞（接尾語）,満足感
基礎編,14,ガン,がん,名詞,病名
完成編,０９聴解問題,棺桶,かんおけ,名詞,
基礎編,会話２,考えごと,かんがえごと,名詞,考えごとをする
基礎編,14,かんかんに,かんかんに,副詞（擬態）,
完成編,０８関連語,換気扇,かんきせん,名詞,
基礎編,13,観客,かんきゃく,名詞,
基礎編,19,環境,かんきょう,名詞,
完成編,会話３,歓迎,かんげい,動詞／名詞,
基礎編,7,関係者,かんけいしゃ,名詞,
基礎編,4,漢語,かんご,名詞,
完成編,長文１,頑固,がんこ,な形容詞,
基礎編,14,観光地,かんこうち,名詞,
基礎編,13,看護婦,かんごふ,名詞,
基礎編,長文４,観察,かんさつ,動詞／名詞,
完成編,１１聴解問題,換算,かんさん,動詞／名詞,
完成編,6,感じ取る,かんじとる,動詞（複合動詞）,
完成編,1,患者,かんじゃ,名詞,
完成編,会話４,願書,がんしょ,名詞,
基礎編,15,鑑賞,かんしょう,動詞／名詞,
完成編,長文３,感情論,かんじょうろん,名詞,
基礎編,1,感じる,かんじる,動詞（～じる／ずる）,
基礎編,19,感心,かんしん,動詞／名詞,
基礎編,19,関心,かんしん,名詞,
基礎編,19,関する,かんする,動詞,
基礎編,6,完成編,かんせい,動詞／名詞,
完成編,11,間接税,かんせつぜい,名詞,
完成編,9,観戦,かんせん,動詞／名詞,
完成編,9,感染,かんせん,動詞／名詞,
基礎編,20,完全に,かんぜんに,副詞,
基礎編,5,感想,かんそう,名詞,
基礎編,11,感想文,かんそうぶん,名詞,
完成編,6,感嘆,かんたん,動詞／名詞,
完成編,10,勘違い,かんちがい,動詞／名詞,
完成編,3,官庁街,かんちょうがい,名詞,
基礎編,16,関東（地方）,かんとう,名詞（固有）,
完成編,1,感動的,かんどうてき,な形容詞,
完成編,2,監督,かんとく,名詞,
基礎編,会話７,館内,かんない,名詞,
完成編,０８関連語,韓日（辞典）,かんにち（じてん）,名詞,
完成編,6,カンニング,かんにんぐ,動詞／名詞（カタ）,
完成編,１１聴解問題,完ぺき,かんぺき,な形容詞,
基礎編,会話２,願望,がんぼう,動詞／名詞,
完成編,1,慣用（句／表現）,かんよう（く／ひょうげん）,名詞,
完成編,長文２,寒冷,かんれい,な形容詞,
完成編,長文２,関連づける,かんれんづける,動詞（複合動詞）,
基礎編,2,漢和（辞典）,かんわ（じてん）,名詞,
完成編,9,気圧,きあつ,名詞,
基礎編,9,キーキー,きーきー,副詞（擬音）,
完成編,長文２,キーワード,きーわーど,名詞（カタ）,
基礎編,4,議員,ぎいん,名詞,
完成編,8,記憶,きおく,動詞／名詞,
基礎編,1,気温,きおん,名詞,
完成編,10,機械的,きかいてき,な形容詞,
完成編,3,規格,きかく,名詞,
完成編,１１聴解,企画書,きかくしょ,名詞,
完成編,会話１,気が進まない,きがすすまない,慣用句,
基礎編,7,気がする,きがする,慣用句,
完成編,1,気が散る,きがちる,慣用句,
基礎編,19,気軽に,きがるに,副詞,
基礎編,5,期間,きかん,名詞,
基礎編,長文２,機関,きかん　,名詞,
完成編,3,危機,きき,名詞,
完成編,3,危機感,ききかん,名詞,
完成編,０６関連語,聴き取る／聞き取る,ききとる,動詞（複合動詞）,
基礎編,14,企業,きぎょう,名詞,
基礎編,15,きく,きく,動詞,クーラーがきく
完成編,7,効く,きく,動詞,
完成編,2,器具,きぐ,名詞,
完成編,０９関連語,棄権,きけん,動詞／名詞,
基礎編,長文２,気候,きこう,名詞,
基礎編,6,帰国,きこく,動詞／名詞,
完成編,０１関連語,既婚,きこん,名詞,
基礎編,7,記事,きじ,名詞,　
基礎編,13,技師,ぎし,名詞,
完成編,11,貴社,きしゃ,名詞,
完成編,2,基礎編準,きじゅん,名詞,
基礎編,長文２,気象（庁）,きしょう（ちょう）,名詞,
完成編,長文２,起承転結,きしょうてんけつ,名詞,
基礎編,9,帰省,きせい,動詞／名詞,
完成編,1,寄生,きせい,動詞／名詞,
完成編,長文３,規制,きせい,動詞／名詞,
完成編,8,犠牲,ぎせい,名詞,
完成編,会ｗ５,奇跡,きせき,名詞,
完成編,7,基礎,きそ,名詞,
完成編,０９関連語,競う,きそう,動詞,
完成編,7,帰属,きぞく,動詞／名詞,
基礎編,8,期待,きたい,動詞／名詞,
完成編,０３関連語,鍛え上げる,きたえあげる,動詞（複合動詞）,
完成編,０３関連語,鍛える,きたえる,動詞,
基礎編,14,帰宅,きたく,動詞／名詞,
完成編,長文３,貴重,きちょう,な形容詞,
完成編,2,貴重品,きちょうひん,名詞,
完成編,０７関連語,几帳面,きちょうめん,な形容詞,
完成編,０４関連語,きつい,きつい,い形容詞,
基礎編,会話１,喫煙,きつえん,動詞／名詞,
完成編,3,きっかけ,きっかけ,名詞,
完成編,０４関連語,気疲れ,きづかれ,動詞／名詞,
基礎編,2,きつね,きつね,名詞,
完成編,10,機転,きてん,名詞,
完成編,10,機転がきく,きてんがきく,慣用句,
基礎編,4,気に入る,きにいる,慣用句,
完成編,1,気にする,きにする,慣用句,
完成編,1,気になる,きになる,慣用句,
完成編,3,記入,きにゅう,動詞／名詞,
基礎編,7,ギネスブック,ぎねすぶっく,名詞（固有）（カタ）,
基礎編,5,記念,きねん,動詞／名詞,
完成編,4,機能,きのう,動詞／名詞,
基礎編,11,きのこ,きのこ,名詞,
完成編,10,気の毒,きのどく,な形容詞,
完成編,12,木の実,きのみ,名詞,
完成編,3,規模,きぼ,名詞,
基礎編,会話２,希望,きぼう,動詞／名詞,
基礎編,4,基本的,きほんてき,な形容詞,
完成編,10,気まずい,きまずい,い形容詞,
基礎編,15,期末（試験）,きまつ（しけん）,名詞,
完成編,10,決まって,きまって,副詞,
完成編,10,決まり,きまり,名詞,
完成編,10,決まり文句,きまりもんく,名詞,
基礎編,2,決まる,きまる,動詞,
基礎編,9,義務,ぎむ,名詞,
完成編,長文１,決めつける,きめつける,動詞（複合動詞）,
基礎編,19,疑問,ぎもん,名詞,
基礎編,14,ギャーギャー,ぎゃーぎゃー,副詞（擬音）,
完成編,6,逆効果,ぎゃくこうか,名詞,
完成編,０８関連語,逆字引き,ぎゃくじびき,名詞,
完成編,8,虐待,ぎゃくたい,動詞／名詞,
完成編,０９関連語,逆転,ぎゃくてん,動詞／名詞,
完成編,０９関連語,逆転勝ち,ぎゃくてんがち,動詞／名詞,
基礎編,19,逆に,ぎゃくに,副詞,
完成編,０７関連語,客観性,きゃっかんせい,名詞,
完成編,０７関連語,客観的,きゃっかんてき,な形容詞,
完成編,2,ギャップ,ぎゃっぷ,名詞（カタ）,
基礎編,8,ギャンブル,ぎゃんぶる,名詞（カタ）,
基礎編,5,球,きゅう,名詞,
完成編,会話５※,休暇,きゅうか,名詞,
完成編,5,休館日,きゅうかんび,名詞,
基礎編,6,休憩室,きゅうけいしつ,名詞,
基礎編,6,休憩所,きゅうけいじょ,名詞,
基礎編,18,旧作,きゅうさく,名詞,
完成編,2,救助,きゅうじょ,動詞／名詞,
完成編,12,旧人,きゅうじん,名詞,
完成編,1,急速,きゅうそく,な形容詞,
基礎編,6,急ブレーキ,きゅうぶれーき,名詞（カタ）,
完成編,11,給与,きゅうよ,名詞,
基礎編,8,急用,きゅうよう,名詞,
基礎編,長文４,ぎゅっ（と）,ぎゅっと,副詞,
完成編,０７関連語,器用,きよう,な形容詞,
完成編,3,協会,きょうかい,名詞,
完成編,9,境界線,きょうかいせん,名詞,
基礎編,3,競技場,きょうぎじょう,名詞,
完成編,12,供給,きょうきゅう,動詞／名詞,
完成編,０４聴解問題,業者,ぎょうしゃ,名詞,
基礎編,13,教授,きょうじゅ,名詞,
基礎編,20,教習所,きょうしゅうじょ,名詞,
基礎編,7,競争,きょうそう,動詞／名詞,
完成編,2,共存,きょうぞん,動詞／名詞,
基礎編,長文１,強調,きょうちょう,動詞／名詞,
基礎編,長文１,共通,きょうつう,動詞／名詞,
基礎編,長文１,共通点,きょうつうてん,名詞,
完成編,6,共同体,きょうどうたい,名詞,
完成編,長文３,脅迫,きょうはく,動詞／名詞,
完成編,０７聴解問題,恐怖,きょうふ,名詞,
完成編,長文３,興味深い,きょうみぶかい,い形容詞,
完成編,11,教養,きょうよう,名詞,
完成編,6,恐竜,きょうりゅう,名詞,
基礎編,18,行列,ぎょうれつ,名詞,
基礎編,4,漁業,ぎょぎょう,名詞,
完成編,7,極端,きょくたん,な形容詞,
完成編,8,巨大,きょだい,な形容詞,
基礎編,6,距離,きょり,名詞,
完成編,１２関連語,魚類,ぎょるい,名詞,
完成編,会話１,嫌う,きらう,動詞,
完成編,5,気楽,きらく,な形容詞,
完成編,4,～きり,きり,接辞（機能語）,一人きり
基礎編,16,霧,きり,名詞,
完成編,1,きり,きり,名詞,
完成編,０５関連語,切り傷,きりきず,名詞,
完成編,2,ぎりぎり,ぎりぎり,副詞,
完成編,会話３,切り出す／し,きりだす,動詞（複合動詞）,
完成編,10,切り抜ける,きりぬける,動詞（複合動詞）,
完成編,4,～きる,きる,動詞（機能語）,→完了（走りきる）
完成編,０７関連語,きれい好き,きれいずき,な形容詞,
基礎編,7,記録,きろく,名詞,
完成編,1,議論,ぎろん,動詞／名詞,
完成編,長文２,際立つ,きわだつ,動詞,
完成編,１１関連語,際立って,きわだって,副詞,
完成編,12,極める,きわめる,動詞,
完成編,6,気を失う,きをうしなう,慣用句,
完成編,会話５,気を落とす,きをおとす,慣用句,
完成編,6,気を配る,きをくばる,慣用句,
基礎編,1,金（色）,きん,名詞,
基礎編,1,銀（色）,ぎん,名詞,
基礎編,8,金閣寺,きんかくじ,名詞,
完成編,１０関連語,金券,きんけん,名詞,
完成編,１０関連語,金庫,きんこ,名詞,
完成編,０１関連語,禁じる,きんじる,動詞（～じる／ずる）,
完成編,10,緊張感,きんちょうかん,名詞,
完成編,6,近年,きんねん,副詞,
完成編,5,勤務,きんむ,動詞／名詞,
完成編,10,近隣,きんりん,名詞,
完成編,11,勤労,きんろう,名詞,勤労意欲
完成編,9,食い違う,くいちがう,動詞（複合動詞）,
完成編,3,食う,くう,動詞,
完成編,10,ぐうぐう,ぐうぐう,副詞（擬態）,
基礎編,3,空室,くうしつ,名詞,
基礎編,3,空車,くうしゃ,名詞,
基礎編,2,グーチョキパー,ぐーちょきぱー,名詞,じゃんけん
基礎編,15,クーラー,くーらー,名詞（カタ）,
完成編,０５関連語,くぎ,くぎ,名詞,
基礎編,12,臭い,くさい,い形容詞,
基礎編,12,腐る,くさる,動詞,
完成編,12,駆使,くし,動詞／名詞,
完成編,会話２,苦情,くじょう,名詞,
完成編,8,苦心,くしん,動詞／名詞,
完成編,8,苦心のあと,くしんのあと,慣用句,
基礎編,14,くすくす,くすくす,副詞（擬態）,
基礎編,2,薬指,くすりゆび,名詞,
基礎編,17,崩れる,くずれる,動詞,
完成編,０７関連語,具体性,ぐたいせい,名詞,
基礎編,3,具体的,ぐたいてき,な形容詞,
完成編,長文３,下す,くだす,動詞,判断を下す
完成編,9,降す,くだす,動詞,
完成編,8,くだらない,くだらない,い形容詞,
基礎編,13,下る,くだる,動詞,川を下る
完成編,長文１,愚痴,ぐち,名詞,
完成編,11,口答え,くちごたえ,動詞／名詞,
基礎編,2,くちばし,くちばし,名詞,
完成編,10,口は災いのもと,くちはわざわいのもと,慣用句,
基礎編,2,唇,くちびる,名詞,
完成編,10,口を出す,くちをだす,慣用句,
基礎編,6,ぐっすり,ぐっすり,副詞（擬態）,
完成編,6,ぐったり,ぐったり,副詞,
基礎編,長文１,くっつく,くっつく,動詞,
完成編,０７関連語,くどい,くどい,い形容詞,
完成編,6,配る,くばる,動詞,
基礎編,2,首,くび,名詞,
基礎編,17,首飾り,くびかざり,名詞,
基礎編,11,首になる,くびになる,慣用句,
完成編,０２聴解,首輪,くびわ,名詞,
基礎編,12,工夫,くふう,動詞／名詞,
完成編,０３聴解問題,区分,くぶん,名詞,
基礎編,2,区別,くべつ,動詞／名詞,
完成編,7,組合せ（る）,くみあわせる,動詞（複合動詞）,
完成編,１１聴解,組み込む,くみこむ,動詞（複合動詞）,
基礎編,2,組む,くむ,動詞,
完成編,7,くむ,くむ,動詞,水をくむ
基礎編,15,雲,くも,名詞,
完成編,6,悔しい,くやしい,い形容詞,
完成編,6,くやしさ,くやしさ,名詞,
完成編,4,悔やむ,くやむ,動詞,
完成編,会話５,くよくよ,くよくよ,副詞（擬態）,
完成編,長文２,食らう,くらう,動詞,
基礎編,20,クラクション,くらくしょん,名詞（カタ）,
基礎編,13,暮らす,くらす,動詞,
基礎編,9,グラス,ぐらす,名詞（カタ）,
基礎編,19,クラス中,くらすじゅう,名詞（カタ）,
完成編,2,クラッカー,くらっかー,名詞（カタ）,
基礎編,2,グラフィック,ぐらふぃっく,名詞（カタ）,
基礎編,1,比べる,くらべる,動詞,
完成編,会話３,クリアー,クリアー,動詞／名詞（カタ）,
基礎編,1,グリーン,ぐりーん,名詞（カタ）,
基礎編,7,繰り返す,くりかえす,動詞,
基礎編,13,（～て）くる（２）,くる,動詞（機能語）,→アスペクト
基礎編,10,（～て）くる（１）,くる,動詞（機能語）,→動作方向
基礎編,19,狂う,くるう,動詞,
完成編,9,苦しむ,くるしむ,動詞,
基礎編,長文３,車いす,くるまいす,名詞,
基礎編,1,グレー,ぐれー,名詞（カタ）,
完成編,会話４,クレーム,くれーむ,名詞（カタ）,
完成編,2,苦労,くろう,動詞／名詞,
基礎編,15,黒帯,くろおび,名詞,
基礎編,15,クローン（人間）,くろーんにんげん,名詞（カタ）,
基礎編,17,黒っぽい,くろっぽい,い形容詞（複合）,
完成編,1,加える,くわえる,動詞,
完成編,3,食われる,くわれる,動詞,虫に食われる
完成編,4,加わる,くわわる,動詞,
完成編,１１関連語,ぐんぐん,ぐんぐん,副詞（擬態）,
基礎編,9,軍隊,ぐんたい,名詞,
基礎編,長文３,訓練,くんれん,動詞／名詞,
完成編,9,ケア,けあ,名詞（カタ）,
完成編,０２聴解問題,芸,げい,名詞,
基礎編,5,経営,けいえい,動詞／名詞,
基礎編,3,経営者,けいえいしゃ,名詞,
基礎編,3,計画,けいかく,動詞／名詞,
基礎編,8,景気,けいき,名詞,
完成編,11,経験給,けいけんきゅう,名詞,
完成編,11,掲載,けいさい,動詞／名詞,
完成編,０７関連語,経済性,けいざいせい,名詞,
完成編,０７関連語,経済的,けいざいてき,な形容詞,
基礎編,17,刑事,けいじ,名詞,
基礎編,会話８,形式,けいしき,名詞,
完成編,6,軽自動車,けいじどうしゃ,名詞,
完成編,会話１,掲示板,けいじばん,名詞,
基礎編,5,芸術,げいじゅつ,名詞,
完成編,12,系統樹,けいとうじゅ,名詞,
完成編,10,軽べつ,けいべつ,動詞／名詞,
完成編,8,刑務所,けいむしょ,名詞,
完成編,2,契約,けいやく,動詞／名詞,
完成編,7,経理,けいり,名詞,
基礎編,2,ゲーム,げーむ,名詞（カタ）,
基礎編,3,劇場,げきじょう,名詞,
基礎編,15,化粧,けしょう,動詞／名詞,
基礎編,19,ゲスト,げすと,名詞（カタ）,
完成編,6,桁,けた,名詞,
基礎編,10,けち,けち,な形容詞,
完成編,長文１,ケチャップ,けちゃっぷ,名詞（カタ）,
完成編,会話６,決,けつ,名詞,決を採る
基礎編,19,決意,けつい,動詞／名詞,
基礎編,14,血液,けつえき,名詞,
基礎編,5,結果,けっか,名詞,
完成編,長文２,結果的に,けっかてきに,副詞,
完成編,4,欠陥,けっかん,名詞,
基礎編,3,月給,げっきゅう,名詞,
完成編,6,結局,けっきょく,副詞,
完成編,12,結構,けっこう,な形容詞,
基礎編,3,けっこう,けっこう,副詞,
基礎編,17,決して,けっして,副詞,
基礎編,8,決勝戦,けっしょうせん,名詞,
完成編,2,決心,けっしん,動詞／名詞,
基礎編,会話６,欠席,けっせき,動詞／名詞,
完成編,０９関連語,決定戦,けっていせん,名詞,
完成編,０１※,欠点,けってん,名詞,
完成編,12,決別,けつべつ,動詞／名詞,
基礎編,会話１,月末,げつまつ,名詞,
完成編,6,結論,けつろん,名詞,
基礎編,12,煙,けむり,名詞,
基礎編,14,げらげら,げらげら,副詞（擬態）,
完成編,０５関連語,蹴る,ける,動詞,
基礎編,4,～けれど（も）,けれども,接続詞,
基礎編,14,～軒,けん,接辞（助数詞）,
完成編,長文２,～件,けん,接辞（助数詞）,１件、２件
基礎編,7,限界,げんかい,名詞,
完成編,０７関連語,謙虚,けんきょ,な形容詞,
完成編,１２※,言語,げんご,名詞,
完成編,０３関連語,原稿,げんこう,名詞,
完成編,会話４,健康診断書,けんこうしんだんしょ,名詞,
完成編,０３関連語,原稿用紙,げんこうようし,名詞,
基礎編,5,検査,けんさ,動詞／名詞,
基礎編,6,現在,げんざい,名詞,
完成編,０８関連語,検索,けんさく,動詞／名詞,
基礎編,13,現実,げんじつ,名詞,
完成編,０７関連語,現実性,げんじつせい,名詞,
完成編,０７関連語,現実的,げんじつてき,な形容詞,
完成編,3,研修,けんしゅう,動詞／名詞,
基礎編,13,減少,げんしょう,動詞／名詞,
完成編,12,原人,げんじん,名詞,
完成編,1,建設,けんせつ,動詞／名詞,
完成編,11,源泉徴収,げんせんちょうしゅう,動詞／名詞,
完成編,０４関連語,現像,げんぞう,動詞／名詞,
完成編,4,現代人,げんだいじん,名詞,
完成編,3,現地,げんち,名詞,
完成編,長文３,顕著,けんちょ,な形容詞,
完成編,4,限定,げんてい,動詞／名詞,
基礎編,20,検討,けんとう,動詞／名詞,
完成編,長文３,言動,げんどう,名詞,
完成編,7,原動力,げんどうりょく,名詞,
完成編,9,現に,げんに,副詞,
完成編,2,現場,げんば,名詞,
基礎編,11,子,こ,名詞,
基礎編,12,恋,こい,名詞,
完成編,1,行為,こうい,名詞,
完成編,11,合意,ごうい,動詞／名詞,
完成編,会話１※,講演,こうえん,動詞／名詞,
基礎編,9,効果,こうか,名詞,
完成編,１０関連語,豪華,ごうか,な形容詞,
基礎編,12,航海,こうかい,動詞／名詞,
基礎編,19,後悔,こうかい,動詞／名詞,
完成編,０４関連語,光化学スモッグ,こうかがくすもっぐ,名詞（カタ）,
完成編,11,高額,こうがく,な形容詞,
基礎編,19,工学,こうがく,名詞,
基礎編,9,効果的,こうかてき,な形容詞,
完成編,会話２,交換,こうかん,動詞／名詞,
完成編,会話３,後期,こうき,名詞,
基礎編,9,好奇心,こうきしん,名詞,
完成編,1,高級,こうきゅう,な形容詞,
基礎編,4,公共,こうきょう,名詞,
基礎編,4,工業,こうぎょう,名詞,
完成編,０２関連語,好景気,こうけいき,名詞,
完成編,2,攻撃,こうげき,動詞／名詞,
基礎編,19,高校生,こうこうせい,名詞,
完成編,０１※,広告,こうこく,名詞,
完成編,2,交互に,こうごに,副詞,
完成編,7,口座,こうざ,名詞,
完成編,12,工作,こうさく,動詞／名詞,
基礎編,１５※,工事,こうじ,動詞／名詞,
基礎編,12,後者,こうしゃ,名詞,
基礎編,17,公衆電話,こうしゅうでんわ,名詞,
完成編,11,高所得者,こうしょとくしゃ,名詞,
完成編,０９関連語,更新,こうしん,動詞／名詞,
基礎編,16,洪水,こうずい,名詞,
完成編,０３関連語,合成着色料,ごうせいちゃくしょくりょう,名詞,
完成編,０３関連語,合成保存料,ごうせいほぞんりょう,名詞,
基礎編,6,高速道路,こうそくどうろ,名詞,
完成編,2,交代,こうたい,動詞／名詞,
完成編,9,高地,こうち,名詞,
基礎編,11,校長,こうちょう,名詞,
基礎編,3,交通費,こうつうひ,名詞,
完成編,長文３,肯定,こうてい,動詞／名詞,
完成編,長文３,肯定的,こうていてき,な形容詞,
完成編,2,高度,こうど,な形容詞,
基礎編,長文３,行動,こうどう,動詞／名詞,
完成編,長文３,強盗,ごうとう,名詞,
基礎編,7,校内,こうない,名詞,
基礎編,3,光熱費,こうねつひ,名詞,
基礎編,11,後輩,こうはい,名詞,
基礎編,14,後半,こうはん,名詞,
完成編,０２関連語,幸福,こうふく,な形容詞,
基礎編,13,興奮,こうふん,動詞／名詞,
完成編,０２関連語,公平,こうへい,な形容詞,
完成編,5,広報誌,こうほうし,名詞,
基礎編,4,公務員,こうむいん,名詞,
基礎編,15,～合目,ごうめ,接辞（助数詞）,５合目
完成編,０７関連語,合理性,ごうりせい,名詞,
完成編,10,効率よく,こうりつよく,副詞,
完成編,7,合理的,ごうりてき,な形容詞,
完成編,０５聴解※,交流,こうりゅう,動詞／名詞,
完成編,０３聴解問題,考慮,こうりょ,動詞／名詞,
完成編,長文２,高齢者,こうれいしゃ,名詞,
完成編,6,超える,こえる,動詞,
完成編,０５関連語,越える,こえる,動詞,
基礎編,9,コード,こーど,名詞（カタ）,
基礎編,10,コーナー,こーなー,名詞（カタ）,
基礎編,長文２,氷,こおり,名詞,
基礎編,13,凍る,こおる,動詞,
基礎編,6,ゴール,ごーる,動詞／名詞（カタ）,
完成編,長文３,ゴールデンアワー,ごーるでんあわー,名詞（カタ）,
基礎編,6,ゴールデンウイーク,ごーるでんうぃーく,名詞（カタ）,
基礎編,1,ゴールド,ごーるど,名詞（カタ）,
基礎編,9,誤解,ごかい,動詞／名詞,
完成編,０２関連語,小型,こがた,名詞,
完成編,会話４,顧客,こきゃく,名詞,
完成編,4,ごく,ごく,副詞,
基礎編,17,国技,こくぎ,名詞,
基礎編,14,国語,こくご,名詞　,
完成編,1,国産,こくさん,名詞,
完成編,7,国勢調査,こくせいちょうさ,名詞,
基礎編,1,国籍,こくせき,名詞,
基礎編,１６※,黒板,こくばん,名詞,
基礎編,10,国民,こくみん,名詞,
完成編,長文２,国民皆保険制度,こくみんかいほけんせいど,名詞,
完成編,０７関連語,国民性,こくみんせい,名詞,
基礎編,長文２,国連（→国際連合）,こくれん（こくさいれんごう）,名詞,
完成編,０４関連語,５Ｋ,ごけー,名詞,
基礎編,12,焦げる,こげる,動詞,
完成編,11,個々,ここ,名詞,
基礎編,13,心,こころ,名詞,
完成編,2,心得,こころえ,名詞,
完成編,7,試みる,こころみる,動詞,
基礎編,2,腰,こし,名詞,
完成編,１０関連語,個室,こしつ,名詞,
完成編,０８関連語,五十音（順）,ごじゅうおん（じゅん）,名詞,
完成編,長文３,腰を上げる,こしをあげる,慣用句,
完成編,2,腰を下ろす,こしをおろす,慣用句,
完成編,０１※,個人,こじん,名詞,
完成編,2,越す,こす,動詞,
完成編,１１関連語,超す,こす,動詞,
完成編,０４聴解問題,コスト,こすと,名詞（カタ）,
完成編,5,個性,こせい,名詞,
完成編,5,個性的,こせいてき,な形容詞,
基礎編,20,小銭,こぜに,名詞,
完成編,会話５,こたえる,こたえる,動詞,応える
完成編,2,こだわる,こだわる,動詞,
基礎編,8,ごちそう,ごちそう,動詞／名詞,
完成編,11,ごちゃごちゃ,ごちゃごちゃ,副詞,
完成編,11,誇張,こちょう,動詞／名詞,
基礎編,4,国会議員,こっかいぎいん,名詞,
完成編,3,国会議事堂,こっかいぎじどう,名詞,
基礎編,5,国旗,こっき,名詞,
完成編,10,滑稽,こっけい,な形容詞,
完成編,6,こつこつ,こつこつ,副詞,
完成編,０５関連語,骨折,こっせつ,動詞／名詞,
基礎編,12,こってり,こってり,副詞,
基礎編,16,異なる,ことなる,動詞,
基礎編,5,～ごとに,ごとに,接辞（機能語）,１００年ごとに
完成編,10,言葉遣い,ことばづかい,名詞,
基礎編,17,子供っぽい,こどもっぽい,い形容詞（複合）,
基礎編,14,ことわざ,ことわざ,名詞,
基礎編,会話４,断る,ことわる,動詞,
基礎編,5,この（～年）,この,指示詞,この１００年
基礎編,18,この分では,このぶんでは,副詞（複合）,
完成編,会話１,好み,このみ,名詞,
完成編,会話１,好む,このむ,動詞,
完成編,10,小話,こばなし,名詞,
完成編,０５関連語,こぶ,こぶ,名詞,
基礎編,長文３,個別に,こべつに,副詞,
完成編,長文１,こぼす,こぼす,動詞,
完成編,10,～こま,こま,接辞（助数詞）,漫画（１こま、２こま）
基礎編,19,ごまかす,ごまかす,動詞,
基礎編,20,コミュニケーション,こみゅにけーしょん,動詞／名詞（カタ）,
完成編,1,込める,こめる,動詞,
完成編,4,小物入れ,こものいれ,名詞,
基礎編,2,小指,こゆび,名詞,
完成編,10,暦,こよみ,名詞,
基礎編,15,ご来光,ごらいこう,名詞,
完成編,3,コラム,こらむ,名詞（カタ）,
完成編,12,ゴリラ,ごりら,名詞（カタ）,
基礎編,9,こる,こる,動詞,肩ががこる
基礎編,14,これまで,これまで,副詞（複合）,
基礎編,7,これら,これら,指示詞,
完成編,０５関連語,転がす,ころがす,動詞,
完成編,5,転がる,ころがる,動詞,
基礎編,14,殺す,ころす,動詞,
完成編,会話２,転ぶ,ころぶ,動詞,
基礎編,9,今回,こんかい,名詞,
完成編,8,根拠,こんきょ,名詞,
基礎編,14,コンクール,こんくーる,名詞（カタ）,
基礎編,長文２,今世紀,こんせいき,名詞,
基礎編,7,コンタクトレンズ,こんたくとれんず,名詞（カタ）,
完成編,2,困難,こんなん,な形容詞,
完成編,2,今日,こんにち※,名詞,
